"Province","Lag_Numeric","Lag_Description","RR","Lower","Upper"
"พระนครศรีอยุธยา",6,"cumulative_Lag 6","1.0156","0.9892","1.0426"
"พะเยา",6,"cumulative_Lag 6","0.9826","0.9645","1.0011"
"พิจิตร",6,"cumulative_Lag 6","1.0388","0.9722","1.1098"
"พิษณุโลก",6,"cumulative_Lag 6","1.0332","1.0114","1.0554"
"ภูเก็ต",6,"cumulative_Lag 6","0.9983","0.9058","1.1004"
"มุกดาหาร",6,"cumulative_Lag 6","0.903","0.7791","1.0465"
"ยะลา",6,"cumulative_Lag 6","0.9822","0.9313","1.0359"
"ระยอง",6,"cumulative_Lag 6","1.022","0.9905","1.0544"
"ราชบุรี",6,"cumulative_Lag 6","1.0174","1.0008","1.0344"
"ลพบุรี",6,"cumulative_Lag 6","1.0512","0.9964","1.1089"
"ลำปาง",6,"cumulative_Lag 6","1.0072","0.9903","1.0243"
"ลำพูน",6,"cumulative_Lag 6","1.002","0.979","1.0256"
"สกลนคร",6,"cumulative_Lag 6","1.0096","0.9665","1.0547"
"สงขลา",6,"cumulative_Lag 6","1.031","0.9929","1.0705"
"สตูล",6,"cumulative_Lag 6","1.0055","0.9316","1.0852"
"สมุทรปราการ",6,"cumulative_Lag 6","1.0197","0.9982","1.0416"
"สมุทรสงคราม",6,"cumulative_Lag 6","1.0995","1.0471","1.1544"
"สระแก้ว",6,"cumulative_Lag 6","1.0357","1.0005","1.0722"
"สุพรรณบุรี",6,"cumulative_Lag 6","1.0222","0.9901","1.0553"
"สุราษฎร์ธานี",6,"cumulative_Lag 6","1.0464","0.9995","1.0955"
"สุโขทัย",6,"cumulative_Lag 6","1.0004","0.9652","1.037"
"หนองคาย",6,"cumulative_Lag 6","1.0008","0.9778","1.0243"
"อุดรธานี",6,"cumulative_Lag 6","1.0315","1","1.064"
"อุตรดิตถ์",6,"cumulative_Lag 6","1.0234","0.9757","1.0734"
"อุทัยธานี",6,"cumulative_Lag 6","1.0297","0.9605","1.1039"
"อุบลราชธานี",6,"cumulative_Lag 6","0.9943","0.9792","1.0097"
"เชียงราย",6,"cumulative_Lag 6","0.9913","0.9842","0.9986"
"เชียงใหม่",6,"cumulative_Lag 6","1.0041","0.9933","1.0149"
"เพชรบูรณ์",6,"cumulative_Lag 6","1.0165","0.955","1.0819"
"เลย",6,"cumulative_Lag 6","0.9931","0.9714","1.0152"
"แพร่",6,"cumulative_Lag 6","1.016","0.9928","1.0397"
"แม่ฮ่องสอน",6,"cumulative_Lag 6","1.0214","1.0005","1.0427"
"กรุงเทพมหานคร",7,"cumulative_Lag 7","1.0272","1.0143","1.0403"
"กาญจนบุรี",7,"cumulative_Lag 7","1.0067","0.9808","1.0332"
"กำแพงเพชร",7,"cumulative_Lag 7","1.0444","0.9829","1.1098"
"ขอนแก่น",7,"cumulative_Lag 7","1.0099","0.9898","1.0304"
"จันทบุรี",7,"cumulative_Lag 7","1.038","0.9526","1.131"
"ฉะเชิงเทรา",7,"cumulative_Lag 7","1.0422","1.0053","1.0804"
"ชลบุรี",7,"cumulative_Lag 7","1.0446","1.0164","1.0736"
"ตรัง",7,"cumulative_Lag 7","0.9164","0.8021","1.0471"
"ตราด",7,"cumulative_Lag 7","1.0145","0.9198","1.1191"
"ตาก",7,"cumulative_Lag 7","0.9935","0.9619","1.0261"
"นครปฐม",7,"cumulative_Lag 7","1.0531","1.0221","1.0849"
"นครพนม",7,"cumulative_Lag 7","1.0138","0.9781","1.0507"
"นครราชสีมา",7,"cumulative_Lag 7","1.0485","1.0289","1.0685"
"นครศรีธรรมราช",7,"cumulative_Lag 7","1.0551","0.9971","1.1165"
"นครสวรรค์",7,"cumulative_Lag 7","1.0488","1.0206","1.0778"
"นราธิวาส",7,"cumulative_Lag 7","1.0181","0.9674","1.0715"
"น่าน",7,"cumulative_Lag 7","0.9831","0.9629","1.0037"
"บุรีรัมย์",7,"cumulative_Lag 7","1.0728","1.0203","1.128"
"ปทุมธานี",7,"cumulative_Lag 7","1.0252","0.9965","1.0547"
"ประจวบคีรีขันธ์",7,"cumulative_Lag 7","1.0795","1.0127","1.1508"
"ปราจีนบุรี",7,"cumulative_Lag 7","1.0322","0.9969","1.0689"
"พระนครศรีอยุธยา",7,"cumulative_Lag 7","1.0131","0.9826","1.0444"
"พะเยา",7,"cumulative_Lag 7","0.9824","0.9618","1.0034"
"พิจิตร",7,"cumulative_Lag 7","1.0491","0.9766","1.1269"
"พิษณุโลก",7,"cumulative_Lag 7","1.0341","1.0102","1.0586"
"ภูเก็ต",7,"cumulative_Lag 7","1.0333","0.9241","1.1555"
"มุกดาหาร",7,"cumulative_Lag 7","0.9327","0.7928","1.0974"
"ยะลา",7,"cumulative_Lag 7","0.9613","0.9037","1.0225"
"ระยอง",7,"cumulative_Lag 7","1.0467","1.0095","1.0854"
"ราชบุรี",7,"cumulative_Lag 7","1.0183","0.9989","1.0381"
"ลพบุรี",7,"cumulative_Lag 7","1.0755","1.0126","1.1424"
"ลำปาง",7,"cumulative_Lag 7","1.0068","0.9875","1.0264"
"ลำพูน",7,"cumulative_Lag 7","0.9955","0.9693","1.0223"
"สกลนคร",7,"cumulative_Lag 7","1.0124","0.9619","1.0655"
"สงขลา",7,"cumulative_Lag 7","1.0379","0.992","1.0859"
"สตูล",7,"cumulative_Lag 7","0.9978","0.913","1.0904"
"สมุทรปราการ",7,"cumulative_Lag 7","1.0167","0.9919","1.0422"
"สมุทรสงคราม",7,"cumulative_Lag 7","1.0893","1.0296","1.1525"
"สระแก้ว",7,"cumulative_Lag 7","1.0292","0.9885","1.0716"
"สุพรรณบุรี",7,"cumulative_Lag 7","1.0373","1.0019","1.0738"
"สุราษฎร์ธานี",7,"cumulative_Lag 7","1.0481","0.994","1.1052"
"สุโขทัย",7,"cumulative_Lag 7","1.0156","0.9793","1.0532"
"หนองคาย",7,"cumulative_Lag 7","1.0096","0.9831","1.0368"
"อุดรธานี",7,"cumulative_Lag 7","1.032","0.9956","1.0697"
"อุตรดิตถ์",7,"cumulative_Lag 7","1.027","0.9722","1.0849"
"อุทัยธานี",7,"cumulative_Lag 7","1.0303","0.9568","1.1094"
"อุบลราชธานี",7,"cumulative_Lag 7","0.9977","0.98","1.0156"
"เชียงราย",7,"cumulative_Lag 7","0.9923","0.9843","1.0004"
"เชียงใหม่",7,"cumulative_Lag 7","1.0074","0.9955","1.0194"
"เพชรบูรณ์",7,"cumulative_Lag 7","1.0269","0.9612","1.0971"
"เลย",7,"cumulative_Lag 7","1.0057","0.9804","1.0316"
"แพร่",7,"cumulative_Lag 7","1.0339","1.0069","1.0616"
"แม่ฮ่องสอน",7,"cumulative_Lag 7","1.0243","1.0018","1.0472"
